rpm,voltage_v,current_a,power_elec_w,temperature_c,vibration_rms_g,throttle_pct,load_pct,efficiency_pct,residual_rpm,residual_current_a,residual_temperature_c,residual_vibration_g,norm_residual_rpm,norm_residual_current,norm_residual_temp,norm_residual_vibration,composite_residual_score,rolling_mean_rpm,rolling_std_rpm,rolling_mean_temp,rolling_std_temp,rolling_mean_vib,rolling_std_vib,thermal_slope_c_per_s,vibration_slope_g_per_s,electrical_loss_ratio,fault_class,is_anomaly,rul_hours,trajectory_id,step,severity
5016.0,14.81,7.83,115.92,53.97,0.191,43.25,59.02,32.67,21.6,0.59,7.78,-0.028,0.18,0.74,3.11,-0.35,4.12,5135.5,138.85,51.31,1.948,0.218,0.0247,0.354,-0.0019,0.673,HIGH_LOAD,0,123.12,71,16,0.141
5226.3,14.71,8.54,125.7,54.62,0.246,45.22,59.49,34.21,42.9,0.77,7.75,0.016,0.36,0.96,3.1,0.2,4.05,5129.4,133.32,52.02,1.734,0.22,0.0261,0.316,-0.0001,0.658,HIGH_LOAD,1,120.82,71,17,0.155
5116.9,14.79,8.02,118.56,54.98,0.199,44.15,59.98,34.17,34.4,0.5,7.54,-0.025,0.29,0.62,3.02,-0.31,4.0,5131.7,132.89,52.62,1.602,0.215,0.0249,0.282,-0.0029,0.658,HIGH_LOAD,1,118.49,71,18,0.169
5150.5,14.76,8.23,121.42,55.18,0.264,44.48,60.48,34.16,45.4,0.62,7.2,0.039,0.38,0.78,2.88,0.49,3.99,5105.0,93.81,53.15,1.486,0.216,0.027,0.249,0.0017,0.658,HIGH_LOAD,1,116.14,71,19,0.183
5294.7,14.81,8.79,130.14,55.82,0.244,45.46,60.99,34.76,63.7,0.8,7.27,0.011,0.53,1.0,2.91,0.14,3.98,5135.5,100.72,53.66,1.436,0.217,0.0279,0.247,0.0008,0.652,HIGH_LOAD,1,113.76,71,20,0.197
4942.7,14.76,7.64,112.68,55.68,0.236,42.91,61.51,32.8,29.5,0.49,6.77,0.022,0.25,0.61,2.71,0.27,3.99,5120.4,116.0,54.09,1.326,0.218,0.0282,0.212,0.0032,0.672,HIGH_LOAD,1,111.36,71,21,0.212
5153.5,14.8,8.28,122.56,56.22,0.236,44.63,62.05,34.32,33.3,0.54,6.87,0.009,0.28,0.67,2.75,0.11,3.93,5133.1,111.89,54.53,1.237,0.224,0.0252,0.222,0.0028,0.657,HIGH_LOAD,1,108.93,71,22,0.228
5365.8,14.85,9.07,134.77,56.12,0.255,46.3,62.6,35.38,40.2,0.72,6.25,0.016,0.33,0.9,2.5,0.2,3.86,5169.2,122.39,54.91,1.052,0.231,0.0232,0.17,0.0027,0.646,HIGH_LOAD,1,106.49,71,23,0.243
5198.4,14.79,8.64,127.8,56.79,0.249,45.17,63.16,34.07,30.9,0.71,6.52,0.019,0.26,0.89,2.61,0.24,3.93,5160.6,116.9,55.29,0.987,0.235,0.0222,0.183,0.0011,0.659,HIGH_LOAD,1,104.02,71,24,0.259
4906.3,14.77,8.1,119.71,56.68,0.17,42.61,63.73,30.72,46.4,0.98,6.2,-0.042,0.39,1.22,2.48,-0.52,4.12,5137.1,139.8,55.61,0.864,0.229,0.0296,0.151,-0.0012,0.693,HIGH_LOAD,1,101.53,71,25,0.276
5243.7,14.87,9.05,134.5,57.42,0.247,45.42,64.32,33.53,31.3,0.92,6.57,0.014,0.26,1.15,2.63,0.17,3.99,5159.9,136.73,55.95,0.83,0.235,0.027,0.156,0.0001,0.665,HIGH_LOAD,1,99.02,71,26,0.293
5293.7,14.75,9.31,137.34,57.73,0.297,46.05,64.92,33.93,57.8,1.08,6.51,0.063,0.48,1.35,2.6,0.79,3.99,5166.6,141.42,56.26,0.856,0.24,0.0329,0.153,0.0054,0.661,HIGH_LOAD,1,96.49,71,27,0.31
5308.9,14.84,9.35,138.7,58.06,0.223,46.24,65.52,34.05,25.4,0.95,6.49,-0.014,0.21,1.19,2.6,-0.17,3.95,5185.8,146.31,56.57,0.892,0.242,0.0306,0.16,-0.0023,0.659,HIGH_LOAD,1,93.94,71,28,0.327
5030.5,14.83,8.67,128.51,58.48,0.221,43.88,66.14,31.41,28.6,1.04,6.72,0.0,0.24,1.3,2.69,0.0,4.11,5173.8,153.46,56.9,0.927,0.238,0.0303,0.148,-0.0013,0.686,HIGH_LOAD,1,91.38,71,29,0.345
4958.6,14.82,8.39,124.25,58.52,0.211,43.3,66.77,31.26,33.1,0.94,6.62,-0.005,0.28,1.18,2.65,-0.06,4.08,5140.2,159.98,57.17,0.965,0.234,0.0312,0.158,-0.0014,0.687,HIGH_LOAD,1,88.79,71,30,0.363
5140.5,14.78,9.22,136.31,58.82,0.228,45.01,67.41,31.9,39.4,1.24,6.7,0.001,0.33,1.55,2.68,0.01,4.1,5160.0,145.94,57.48,0.94,0.234,0.0312,0.144,-0.0004,0.681,HIGH_LOAD,1,86.19,71,31,0.381
5216.2,14.79,9.74,144.01,59.19,0.178,45.62,68.06,31.7,48.7,1.53,6.84,-0.053,0.41,1.91,2.74,-0.66,4.17,5166.3,146.88,57.78,0.962,0.228,0.0354,0.171,-0.0043,0.683,HIGH_LOAD,1,83.57,71,32,0.399
4973.1,14.82,9.0,133.41,59.3,0.277,43.6,68.72,29.8,32.9,1.41,6.84,0.06,0.27,1.76,2.74,0.75,4.25,5127.0,140.64,58.1,0.883,0.23,0.0376,0.139,0.0016,0.702,HIGH_LOAD,1,80.94,71,33,0.418
4681.8,14.77,8.31,122.78,58.61,0.214,41.23,69.39,27.15,34.8,1.49,6.19,0.013,0.29,1.86,2.48,0.16,4.32,5075.3,190.84,58.28,0.776,0.227,0.0373,0.107,0.0024,0.728,HIGH_LOAD,1,78.29,71,34,0.437
5098.1,14.8,9.5,140.61,59.45,0.205,44.78,70.07,30.77,44.0,1.51,6.87,-0.019,0.37,1.89,2.75,-0.24,4.19,5094.5,182.34,58.56,0.637,0.23,0.0333,0.113,-0.0023,0.692,HIGH_LOAD,1,75.62,71,35,0.457
4807.5,14.82,8.3,123.02,59.7,0.251,41.95,70.76,29.64,75.8,1.19,7.12,0.045,0.63,1.49,2.85,0.56,4.2,5050.9,193.28,58.79,0.595,0.23,0.0335,0.109,-0.0026,0.704,HIGH_LOAD,1,72.94,71,36,0.477
5269.3,14.85,10.24,151.98,60.22,0.254,46.28,71.46,31.75,41.7,1.66,7.4,0.019,0.35,2.08,2.96,0.24,4.19,5048.4,190.33,59.04,0.622,0.226,0.0268,0.12,0.0017,0.683,HIGH_LOAD,1,70.25,71,37,0.497
4900.3,14.82,9.12,135.13,60.18,0.279,43.3,72.17,28.87,29.2,1.55,7.31,0.065,0.24,1.94,2.92,0.81,4.32,5007.6,173.11,59.25,0.614,0.232,0.031,0.094,0.0032,0.711,HIGH_LOAD,1,67.54,71,38,0.517
4829.9,14.79,8.87,131.16,60.32,0.224,42.78,72.89,28.62,34.8,1.48,7.44,0.014,0.29,1.85,2.98,0.18,4.3,4987.5,180.75,59.43,0.632,0.232,0.0309,0.1,0.0007,0.714,HIGH_LOAD,1,64.81,71,39,0.537
5077.8,14.84,10.08,149.5,60.95,0.237,44.78,73.62,29.33,47.0,1.97,7.95,0.013,0.39,2.46,3.18,0.16,4.39,4999.5,182.37,59.67,0.699,0.235,0.0301,0.118,0.0005,0.707,HIGH_LOAD,1,62.07,71,40,0.558
4835.9,14.8,9.21,136.22,60.83,0.227,42.75,74.36,27.95,55.5,1.79,7.83,0.018,0.46,2.24,3.13,0.23,4.4,4969.0,181.7,59.88,0.713,0.235,0.0302,0.091,0.0027,0.72,HIGH_LOAD,1,59.32,71,41,0.579
5126.2,14.77,10.21,150.85,61.39,0.293,45.47,75.1,30.23,57.2,1.91,8.25,0.067,0.48,2.39,3.3,0.84,4.36,4960.0,171.16,60.1,0.802,0.246,0.0282,0.116,0.0009,0.698,HIGH_LOAD,1,56.55,71,42,0.601
4974.6,14.84,9.77,145.03,61.73,0.281,44.01,75.86,28.89,54.0,1.87,8.53,0.063,0.45,2.34,3.41,0.79,4.43,4960.1,171.17,60.34,0.888,0.247,0.0287,0.173,0.0037,0.711,HIGH_LOAD,1,53.77,71,43,0.622
4894.8,14.83,9.73,144.24,61.85,0.212,43.78,76.62,27.82,11.2,1.9,8.61,-0.004,0.09,2.38,3.44,-0.05,4.48,4981.4,146.71,60.66,0.783,0.246,0.0289,0.133,0.0004,0.722,HIGH_LOAD,1,50.98,71,44,0.644
4922.0,14.81,9.96,147.41,62.11,0.174,43.89,77.39,27.82,40.6,2.1,8.84,-0.042,0.34,2.63,3.54,-0.53,4.53,4963.8,142.15,60.93,0.778,0.243,0.0344,0.134,-0.0043,0.722,HIGH_LOAD,1,48.18,71,45,0.666
5008.2,14.84,10.33,153.29,62.71,0.224,44.56,78.18,28.34,49.7,2.2,9.36,0.004,0.41,2.75,3.74,0.05,4.55,4983.9,132.51,61.23,0.825,0.24,0.0347,0.138,-0.0017,0.717,HIGH_LOAD,1,45.36,71,46,0.688
4948.1,14.83,9.94,147.43,62.95,0.155,44.05,78.97,28.57,58.3,1.97,9.57,-0.062,0.49,2.46,3.83,-0.78,4.52,4951.8,92.24,61.5,0.895,0.231,0.0426,0.154,-0.0069,0.714,HIGH_LOAD,1,42.53,71,47,0.711
4838.9,14.85,9.78,145.29,63.07,0.277,43.25,79.76,27.26,40.1,2.05,9.7,0.065,0.33,2.56,3.88,0.81,4.61,4945.6,97.37,61.79,0.888,0.23,0.0424,0.153,0.0029,0.727,HIGH_LOAD,1,39.69,71,48,0.734
4772.3,14.78,9.64,142.58,63.03,0.192,43.01,80.57,26.8,31.1,2.04,9.69,-0.016,0.26,2.55,3.88,-0.2,4.6,4939.9,105.41,62.06,0.808,0.227,0.044,0.116,-0.0025,0.732,HIGH_LOAD,1,36.83,71,49,0.757
4924.1,14.83,10.6,157.13,63.14,0.224,44.19,81.39,26.86,43.5,2.54,9.76,0.007,0.36,3.17,3.9,0.09,4.7,4924.5,94.86,62.28,0.773,0.226,0.0438,0.128,-0.0002,0.731,HIGH_LOAD,1,33.97,71,50,0.78
5139.1,14.81,11.43,169.29,64.13,0.207,46.38,82.21,28.5,30.4,2.62,10.59,-0.023,0.25,3.27,4.24,-0.29,4.71,4954.8,109.08,62.61,0.787,0.224,0.0442,0.152,-0.0048,0.715,HIGH_LOAD,1,31.09,71,51,0.804
4962.5,14.77,10.81,159.62,64.26,0.243,44.77,83.04,27.37,54.6,2.58,10.68,0.025,0.46,3.23,4.27,0.31,4.75,4938.5,93.27,62.9,0.812,0.219,0.0386,0.141,-0.0021,0.726,HIGH_LOAD,1,28.2,71,52,0.827
5156.3,14.85,11.81,175.33,65.04,0.256,46.17,83.88,28.11,75.0,2.99,11.33,0.027,0.62,3.74,4.53,0.34,4.86,4956.6,113.95,63.23,0.934,0.216,0.0351,0.177,0.0024,0.719,HIGH_LOAD,1,25.3,71,53,0.851
4779.4,14.8,10.24,151.56,65.2,0.234,43.23,84.73,26.04,49.0,2.47,11.54,0.025,0.41,3.09,4.62,0.31,4.85,4945.1,124.94,63.56,0.979,0.219,0.0355,0.172,0.0033,0.74,HIGH_LOAD,1,22.39,71,54,0.876
4914.2,14.77,11.03,162.93,65.7,0.222,44.74,85.58,26.48,36.0,2.77,12.01,0.005,0.3,3.46,4.8,0.06,4.93,4944.3,125.11,63.92,1.037,0.223,0.0322,0.166,-0.0001,0.735,HIGH_LOAD,1,19.47,71,55,0.9
4984.4,14.85,11.41,169.4,66.14,0.235,45.17,86.45,26.72,41.2,2.9,12.39,0.014,0.34,3.63,4.96,0.17,4.98,4941.9,124.09,64.27,1.141,0.225,0.0324,0.177,0.0044,0.733,HIGH_LOAD,1,16.54,71,56,0.925
4982.9,14.81,11.49,170.17,66.21,0.244,45.34,87.32,26.73,43.6,2.95,12.4,0.023,0.36,3.69,4.96,0.29,4.99,4945.4,124.7,64.59,1.183,0.233,0.0229,0.174,-0.0018,0.733,HIGH_LOAD,1,13.6,71,57,0.95
4796.1,14.8,10.83,160.28,66.7,0.215,43.95,88.19,25.45,21.6,2.76,12.92,0.003,0.18,3.45,5.17,0.04,5.05,4941.1,128.95,64.96,1.217,0.227,0.0182,0.204,0.0013,0.746,HIGH_LOAD,1,10.64,71,58,0.975
5010.4,14.76,11.82,174.47,66.86,0.263,46.04,89.08,26.81,30.0,3.05,13.0,0.039,0.25,3.81,5.2,0.49,5.05,4964.9,117.0,65.34,1.152,0.234,0.0169,0.207,0.0022,0.732,HIGH_LOAD,1,7.68,71,59,1.0
4795.2,14.76,6.44,95.13,19.12,0.246,40.73,51.1,32.59,35.6,0.18,-34.74,0.042,0.3,0.23,-13.9,0.53,7.92,4795.2,0.0,19.12,0.0,0.246,0.0,0.0,0.0,0.674,OVERHEATING,0,118.6,72,0,0.0
4894.0,14.81,6.49,96.08,22.42,0.206,41.3,51.1,34.31,50.7,0.04,7.2,-0.002,0.42,0.05,2.88,-0.03,3.96,4844.6,49.4,20.77,1.65,0.226,0.02,0.0,0.0,0.657,OVERHEATING,0,117.75,72,1,0.002
5098.0,14.81,7.11,105.34,25.4,0.227,43.07,51.1,35.36,45.2,0.14,8.08,0.006,0.38,0.18,3.23,0.08,4.0,4929.1,126.08,22.31,2.565,0.226,0.0163,1.57,-0.0047,0.646,OVERHEATING,0,116.66,72,2,0.006
4571.6,14.72,5.75,84.6,28.04,0.229,38.73,51.1,31.75,60.3,0.06,9.13,0.039,0.5,0.07,3.65,0.49,4.22,4839.7,189.42,23.74,3.329,0.227,0.0142,1.487,-0.0028,0.682,OVERHEATING,0,115.44,72,3,0.011
4883.2,14.86,6.35,94.38,30.04,0.193,41.01,51.1,34.69,57.8,-0.06,9.47,-0.014,0.48,-0.08,3.79,-0.17,4.12,4848.4,170.32,25.0,3.9,0.22,0.0186,1.365,-0.0066,0.653,OVERHEATING,0,114.14,72,4,0.018
4759.7,14.86,6.18,91.81,31.47,0.167,39.98,51.1,33.03,56.6,0.06,9.43,-0.033,0.47,0.07,3.77,-0.41,4.2,4833.6,158.95,26.08,4.299,0.211,0.0261,1.235,-0.0079,0.67,OVERHEATING,0,112.77,72,5,0.025
4972.4,14.78,6.7,98.97,33.25,0.167,41.94,51.1,34.93,63.4,0.09,9.73,-0.045,0.53,0.11,3.89,-0.56,4.16,4853.4,154.97,27.11,4.704,0.205,0.0287,1.177,-0.0066,0.651,OVERHEATING,0,111.34,72,6,0.032
5127.6,14.82,7.19,106.5,35.31,0.242,43.19,51.1,35.59,57.2,0.18,10.32,0.02,0.48,0.23,4.13,0.25,4.2,4887.7,170.98,28.13,5.17,0.21,0.0295,1.156,-0.0003,0.644,OVERHEATING,0,109.87,72,7,0.041
5081.4,14.78,6.78,100.23,36.74,0.222,43.05,51.1,36.81,41.3,-0.16,10.41,0.002,0.34,-0.2,4.16,0.03,4.11,4909.2,172.31,29.09,5.575,0.211,0.0281,1.101,-0.0015,0.632,OVERHEATING,0,108.35,72,8,0.05
4870.3,14.79,6.67,98.56,37.54,0.203,41.24,51.1,32.96,40.7,0.25,10.1,-0.005,0.34,0.31,4.04,-0.06,4.3,4905.3,163.88,29.93,5.865,0.21,0.0268,1.023,-0.0024,0.67,OVERHEATING,0,106.8,72,9,0.06
4799.5,14.82,6.4,94.77,38.69,0.178,40.36,51.1,32.8,64.2,0.2,10.27,-0.024,0.53,0.25,4.11,-0.3,4.31,4905.8,163.6,31.89,5.152,0.203,0.0254,0.904,-0.0016,0.672,OVERHEATING,0,105.21,72,10,0.07
4791.0,14.87,6.42,95.48,39.19,0.178,40.2,51.1,32.39,58.6,0.23,9.87,-0.024,0.49,0.29,3.95,-0.3,4.3,4895.5,167.22,33.57,4.483,0.201,0.0265,0.766,-0.0027,0.676,OVERHEATING,0,103.59,72,11,0.081
4364.7,14.83,5.42,80.35,39.97,0.182,36.87,51.1,29.1,39.7,0.14,10.02,0.002,0.33,0.17,4.01,0.03,4.42,4822.1,216.0,35.02,3.924,0.196,0.0254,0.663,-0.0026,0.709,OVERHEATING,0,101.93,72,12,0.092
4910.4,14.85,6.77,100.61,40.67,0.226,41.46,51.1,33.09,34.9,0.24,9.86,0.016,0.29,0.3,3.94,0.2,4.28,4856.0,200.02,36.29,3.481,0.196,0.0251,0.591,0.0018,0.669,OVERHEATING,0,100.25,72,13,0.103
4848.2,14.81,6.5,96.27,41.54,0.203,41.11,51.1,33.28,27.4,0.1,9.96,-0.004,0.23,0.12,3.98,-0.05,4.26,4852.5,199.82,37.44,3.106,0.197,0.0251,0.559,0.002,0.667,OVERHEATING,0,98.55,72,14,0.116
4714.9,14.84,6.39,94.8,41.8,0.199,39.58,51.1,31.09,65.6,0.39,9.59,0.002,0.55,0.49,3.84,0.03,4.34,4848.0,202.34,38.47,2.632,0.2,0.0231,0.475,0.0018,0.689,OVERHEATING,0,96.82,72,15,0.128
4443.8,14.84,5.51,81.74,42.29,0.172,37.41,51.1,30.19,51.9,0.09,9.62,-0.011,0.43,0.11,3.85,-0.14,4.33,4795.2,230.09,39.37,2.201,0.2,0.0224,0.388,-0.0039,0.698,OVERHEATING,0,95.06,72,16,0.141
4643.6,14.85,6.31,93.62,42.73,0.241,39.18,51.1,30.07,38.6,0.41,9.54,0.046,0.32,0.51,3.82,0.57,4.4,4746.8,204.56,40.12,1.941,0.2,0.0222,0.333,0.0011,0.699,OVERHEATING,1,93.29,72,17,0.155
4818.3,14.77,6.58,97.13,43.66,0.22,40.78,51.1,32.38,49.6,0.3,9.9,0.016,0.41,0.37,3.96,0.2,4.31,4720.5,174.55,40.81,1.845,0.2,0.022,0.34,0.0009,0.676,OVERHEATING,1,91.49,72,18,0.169
4493.5,14.79,5.79,85.64,43.83,0.202,38.05,51.1,29.79,40.9,0.23,9.7,0.015,0.34,0.29,3.88,0.19,4.38,4682.8,178.76,41.44,1.69,0.2,0.022,0.286,0.0013,0.702,OVERHEATING,1,89.67,72,19,0.183
4771.7,14.81,6.29,93.2,44.38,0.161,40.39,51.1,32.78,36.1,0.09,9.77,-0.041,0.3,0.11,3.91,-0.51,4.26,4680.0,177.13,42.01,1.626,0.198,0.0242,0.288,-0.0009,0.672,OVERHEATING,1,87.84,72,20,0.197
4895.9,14.87,6.9,102.58,45.64,0.216,41.07,51.1,32.17,60.1,0.46,10.53,0.008,0.5,0.57,4.21,0.1,4.4,4690.5,186.27,42.65,1.659,0.202,0.0237,0.315,0.0019,0.678,OVERHEATING,1,85.98,72,21,0.212
4853.2,14.77,6.44,95.2,46.4,0.206,41.01,51.1,33.76,57.3,0.1,10.86,0.0,0.48,0.13,4.34,0.0,4.31,4739.4,156.02,43.29,1.74,0.205,0.0227,0.318,-0.0011,0.662,OVERHEATING,1,84.11,72,22,0.228
4673.9,14.76,6.31,93.19,46.75,0.198,39.9,51.1,30.81,12.2,0.28,10.87,0.0,0.1,0.35,4.35,0.0,4.48,4715.7,145.89,43.9,1.779,0.202,0.0216,0.289,-0.0003,0.692,OVERHEATING,1,82.22,72,23,0.243
4649.9,14.8,6.15,91.08,47.15,0.237,39.36,51.1,31.04,39.3,0.24,10.97,0.042,0.33,0.3,4.39,0.52,4.46,4695.9,139.89,44.46,1.829,0.205,0.0241,0.297,0.0021,0.69,OVERHEATING,1,80.31,72,24,0.259
4901.6,14.84,6.8,100.87,47.95,0.224,41.48,51.1,32.83,27.0,0.27,11.38,0.014,0.23,0.34,4.55,0.18,4.44,4714.5,153.02,45.08,1.864,0.208,0.0246,0.314,0.0029,0.672,OVERHEATING,1,78.39,72,25,0.276
5071.3,14.77,7.4,109.31,48.64,0.246,43.08,51.1,33.55,31.1,0.46,11.62,0.026,0.26,0.57,4.65,0.32,4.46,4777.3,157.72,45.71,1.887,0.215,0.0238,0.328,0.0003,0.665,OVERHEATING,1,76.45,72,26,0.293
4556.8,14.72,5.98,88.03,48.9,0.18,38.81,51.1,30.22,36.1,0.27,11.71,-0.01,0.3,0.34,4.68,-0.13,4.56,4768.6,166.96,46.33,1.819,0.209,0.0242,0.291,-0.0022,0.698,OVERHEATING,1,74.5,72,27,0.31
4639.3,14.76,6.34,93.53,49.7,0.198,39.35,51.1,30.02,42.5,0.46,12.32,0.003,0.35,0.57,4.93,0.04,4.67,4750.7,170.24,46.93,1.835,0.207,0.0241,0.326,-0.0002,0.7,OVERHEATING,1,72.53,72,28,0.327
4646.2,14.84,6.07,90.13,50.3,0.207,39.18,51.1,31.29,44.4,0.18,12.74,0.012,0.37,0.23,5.1,0.15,4.62,4766.0,152.39,47.58,1.765,0.207,0.0241,0.329,0.0026,0.687,OVERHEATING,1,70.55,72,29,0.345
5080.6,14.81,7.31,108.24,51.39,0.18,43.04,51.1,34.07,31.4,0.35,13.46,-0.04,0.26,0.44,5.38,-0.5,4.64,4796.9,179.35,48.28,1.747,0.209,0.0209,0.319,-0.002,0.659,OVERHEATING,1,68.56,72,30,0.363
4734.6,14.78,6.64,98.17,52.14,0.187,40.43,51.1,30.4,3.9,0.45,14.01,-0.015,0.03,0.56,5.6,-0.19,4.86,4780.7,176.95,48.93,1.849,0.206,0.0217,0.319,-0.0011,0.696,OVERHEATING,1,66.55,72,31,0.381
4560.6,14.72,6.16,90.67,51.84,0.193,38.88,51.1,29.41,31.6,0.43,13.62,0.002,0.26,0.54,5.45,0.03,4.83,4751.5,186.49,49.48,1.824,0.205,0.0221,0.283,-0.0003,0.706,OVERHEATING,1,64.53,72,32,0.399
4549.5,14.84,5.72,84.89,52.83,0.223,38.23,51.1,31.19,60.3,0.08,14.54,0.034,0.5,0.1,5.82,0.43,4.81,4739.0,195.19,50.08,1.828,0.208,0.0226,0.316,-0.0008,0.688,OVERHEATING,1,62.49,72,33,0.418
4883.9,14.79,6.73,99.49,53.29,0.253,41.46,51.1,32.92,28.3,0.25,14.77,0.044,0.24,0.31,5.91,0.55,4.82,4762.4,197.12,50.7,1.769,0.209,0.025,0.297,0.0016,0.671,OVERHEATING,1,60.45,72,34,0.437
4825.4,14.82,6.67,98.83,53.89,0.258,40.59,51.1,31.97,62.9,0.41,15.21,0.054,0.52,0.51,6.08,0.68,4.93,4754.8,193.02,51.29,1.744,0.212,0.0289,0.292,0.0007,0.68,OVERHEATING,1,58.39,72,35,0.457
4730.5,14.81,6.43,95.18,54.69,0.21,40.02,51.1,31.27,38.7,0.33,15.88,0.01,0.32,0.41,6.35,0.12,5.02,4720.7,161.68,51.9,1.768,0.209,0.0266,0.322,0.0017,0.687,OVERHEATING,1,56.32,72,36,0.477
4992.6,14.77,7.28,107.55,55.96,0.237,42.27,51.1,32.53,48.0,0.58,16.93,0.023,0.4,0.73,6.77,0.29,5.14,4764.3,170.13,52.6,1.839,0.215,0.0259,0.348,0.0022,0.675,OVERHEATING,1,54.24,72,37,0.497
4904.5,14.8,6.96,103.06,56.75,0.194,41.35,51.1,32.19,58.6,0.5,17.55,-0.014,0.49,0.62,7.02,-0.17,5.23,4790.8,169.24,53.31,1.939,0.214,0.0262,0.358,-0.0007,0.678,OVERHEATING,1,52.14,72,38,0.517
4573.5,14.83,6.3,93.34,57.51,0.181,38.71,51.1,28.82,30.5,0.54,18.29,-0.011,0.25,0.68,7.32,-0.14,5.45,4783.6,176.69,54.03,2.025,0.212,0.028,0.34,0.0001,0.712,OVERHEATING,1,50.04,72,39,0.537
4919.9,14.8,7.14,105.74,58.25,0.251,41.58,51.1,31.67,46.8,0.61,18.86,0.041,0.39,0.76,7.54,0.51,5.45,4767.5,154.91,54.72,2.172,0.219,0.0281,0.339,0.0036,0.683,OVERHEATING,1,47.93,72,40,0.558
4846.7,14.8,6.86,101.48,58.79,0.194,40.97,51.1,31.55,45.7,0.51,19.28,-0.012,0.38,0.64,7.71,-0.15,5.49,4778.7,156.18,55.38,2.296,0.219,0.0274,0.386,0.0001,0.685,OVERHEATING,1,45.8,72,41,0.579
4366.4,14.75,5.87,86.53,59.57,0.197,36.99,51.1,27.05,50.9,0.61,20.16,0.018,0.42,0.76,8.06,0.23,5.76,4759.3,190.41,56.15,2.275,0.22,0.027,0.374,-0.0014,0.729,OVERHEATING,1,43.66,72,42,0.601
4576.5,14.78,6.41,94.77,60.21,0.187,38.75,51.1,28.44,44.2,0.68,20.79,-0.004,0.37,0.85,8.32,-0.05,5.82,4762.0,187.59,56.89,2.274,0.216,0.0287,0.384,-0.0037,0.716,OVERHEATING,1,41.52,72,43,0.622
4645.9,14.76,6.49,95.72,61.11,0.183,39.45,51.1,29.46,37.3,0.58,21.66,-0.012,0.31,0.73,8.66,-0.15,5.91,4738.2,185.7,57.67,2.246,0.209,0.0274,0.401,-0.0042,0.705,OVERHEATING,1,39.36,72,44,0.644
4719.3,14.72,6.75,99.37,61.29,0.2,40.05,51.1,29.74,52.7,0.71,21.79,0.002,0.44,0.89,8.72,0.03,5.93,4727.6,183.43,58.41,2.092,0.203,0.022,0.367,-0.0006,0.703,OVERHEATING,1,37.2,72,45,0.666
4550.7,14.78,6.28,92.81,61.86,0.154,38.5,51.1,28.55,48.0,0.61,22.37,-0.035,0.4,0.76,8.95,-0.44,6.04,4709.6,190.93,59.13,1.914,0.198,0.0263,0.328,-0.0046,0.714,OVERHEATING,1,35.02,72,46,0.688
4715.8,14.86,6.9,102.51,63.29,0.21,39.72,51.1,28.77,43.6,0.85,23.75,0.011,0.36,1.06,9.5,0.14,6.28,4681.9,166.38,59.86,1.962,0.195,0.0234,0.363,0.0009,0.712,OVERHEATING,1,32.84,72,47,0.711
4729.6,14.79,6.74,99.69,64.01,0.207,39.94,51.1,29.84,53.6,0.68,24.41,0.008,0.45,0.85,9.76,0.1,6.32,4664.4,150.49,60.59,2.019,0.196,0.0237,0.361,0.0014,0.702,OVERHEATING,1,30.64,72,48,0.734
4503.1,14.8,6.27,92.75,64.63,0.204,38.13,51.1,27.68,38.0,0.69,25.07,0.017,0.32,0.86,10.03,0.21,6.49,4657.4,156.12,61.3,2.062,0.199,0.0232,0.354,-0.0026,0.723,OVERHEATING,1,28.44,72,49,0.757
4629.4,14.83,6.44,95.54,65.8,0.204,39.04,51.1,29.2,47.3,0.59,26.23,0.01,0.39,0.74,10.49,0.12,6.61,4628.3,129.3,62.06,2.185,0.194,0.0156,0.389,0.0006,0.708,OVERHEATING,1,26.23,72,50,0.78
4739.2,14.81,6.91,102.36,66.67,0.255,40.2,51.1,29.24,26.1,0.76,27.03,0.054,0.22,0.95,10.81,0.67,6.78,4617.6,114.29,62.84,2.284,0.2,0.0241,0.394,0.0032,0.708,OVERHEATING,1,24.0,72,51,0.804
5007.7,14.84,7.65,113.56,67.44,0.218,41.96,51.1,31.09,76.2,0.98,27.65,0.005,0.63,1.23,11.06,0.06,6.83,4681.7,133.64,63.63,2.374,0.202,0.0246,0.402,0.0017,0.689,OVERHEATING,1,21.77,72,52,0.827
4597.5,14.8,6.79,100.52,68.42,0.153,38.83,51.1,27.18,49.6,1.02,28.64,-0.039,0.41,1.28,11.46,-0.49,7.11,4683.8,132.13,64.45,2.467,0.199,0.0285,0.406,-0.0017,0.728,OVERHEATING,1,19.54,72,53,0.851
4635.2,14.79,6.72,99.43,69.11,0.218,39.4,51.1,28.16,23.0,0.81,29.33,0.023,0.19,1.01,11.73,0.29,7.17,4682.8,132.47,65.25,2.55,0.202,0.0285,0.434,0.001,0.718,OVERHEATING,1,17.29,72,54,0.876
4575.5,14.82,6.67,98.83,70.1,0.202,38.54,51.1,27.25,55.7,0.97,30.35,0.012,0.46,1.21,12.14,0.15,7.37,4668.4,135.49,66.13,2.55,0.202,0.0285,0.458,0.0027,0.728,OVERHEATING,1,15.03,72,55,0.9
4722.4,14.75,6.68,98.62,70.77,0.177,40.1,51.1,30.03,40.3,0.61,30.98,-0.022,0.34,0.76,12.39,-0.28,7.37,4685.5,130.27,67.02,2.457,0.205,0.0252,0.416,-0.0018,0.7,OVERHEATING,1,12.77,72,56,0.925
